code,id,name,category,metadata,votes,created_at,updated_at,image,description,vote_target,gender,gender_corrected,gender_confidence,gender_reason
0701744b-4a81-4bf0-a96e-5be97d49c82b,FBP-9407,Pulse Kenya,Facebook,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:10:03.959684+00,,"Pulse Kenya keeps followers updated with timely stories, verified information and active community engagement.",10000,male,male,0.0,no reliable signal
0751fea6-f55c-424b-abf6-0151db2ee92f,CTC-4041,Sharnize Actress,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Sharnize Actress crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
0753f24b-7b75-46a5-ab3d-c46ad0dabc84,TTK-9514,Garissa Boys Comedian,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"Garissa Boys Comedian creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.0,no reliable signal
0d1b7092-d090-4554-87cb-7f0341221552,TTK-9507,Michael Bundi,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"Michael Bundi creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.8,first/alias name 'michael'
0d9448b3-a323-4175-b180-b5ee37f00abf,INF-9111,Ecrene Madaga,Influencer,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Ecrene Madaga uses a strong digital voice to inform and inspire, shaping conversations with credible storytelling and community impact.",10000,male,male,0.0,no reliable signal
0ee4be80-0490-48a8-b5b4-d8f28177c38d,YLD-6017,Karen Nyamu,Youth Leader,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Karen Nyamu amplifies youth voices and drives civic engagement, focusing on opportunity, accountability and meaningful participation.",10000,male,male,0.0,no reliable signal
0fbd5e09-ad35-4cec-91c4-a0a17697ab6a,YLD-6003,Hon. John Methu,Youth Leader,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Hon. John Methu amplifies youth voices and drives civic engagement, focusing on opportunity, accountability and meaningful participation.",10000,male,male,0.8,first/alias name 'john'
0fe719c5-0c83-45e9-8392-c5b0f2c67fe9,INV-7015,Mercy Maina Official,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Mercy Maina Official develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,female,0.8,first/alias name 'mercy'
12634d50-843a-4919-9969-658359979ec3,PHL-1008,Gladys Muthoni Kirumba,Philanthropist,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Gladys Muthoni Kirumba is recognized for sustained charitable outreach and community support, rallying resources to uplift vulnerable families across Kenya.",10000,male,female,0.8,first/alias name 'muthoni'
13bf673b-be9c-4907-990f-1a61e8f98b1d,TTK-9527,girls_panties,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"girls_panties creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.0,no reliable signal
13d6fc58-e9a7-42fe-8d11-563fe407741e,TTK-9502,Gitahiga Wa Chai,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"Gitahiga Wa Chai creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.6,weak suffix heuristic (-a/-ah endings)
14665703-1548-4b07-aeb4-acdc0bee6d4c,COM-8006,Kafengo,Comedian,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Kafengo delivers smart, relatable comedy on stage and online, using humor to connect diverse audiences and spark positive conversations.",10000,male,male,0.0,no reliable signal
156627d3-5210-4ba7-a6f9-0647c7032b68,CTC-4012,Tajirimtoto,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Tajirimtoto crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
170d5f25-d62c-4c15-9734-62e0face0d9f,ENT-5011,Esther Muchemi,Entrepreneur,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Esther Muchemi is noted for building ventures with clear impact—creating jobs, championing quality and turning bold ideas into sustainable growth.",10000,male,female,0.8,first/alias name 'esther'
1734fef3-66a7-4619-ad4a-23d264ad20bc,CTC-4029,Velma Adala,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Velma Adala crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.6,weak suffix heuristic (-a/-ah endings)
17359425-634d-4a89-9e13-222adf2eb73d,INF-9101,Dr. Ofweneke,Influencer,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Dr. Ofweneke drives lively entertainment and topical conversations, using media platforms to inform and uplift audiences.",10000,male,male,0.0,no reliable signal
17fc41f6-2c51-451b-8d08-6d0d4a899a4e,POD-9302,Jeff Kuria,Podcast,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Jeff Kuria hosts compelling conversations that inform, challenge and entertain, making complex topics accessible to everyday listeners.",10000,male,male,0.0,no reliable signal
196a6036-0eba-4321-af5b-61a799c15b2a,COM-8026,Wajoy,Comedian,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Wajoy delivers smart, relatable comedy on stage and online, using humor to connect diverse audiences and spark positive conversations.",10000,male,male,0.0,no reliable signal
1aa1a824-767f-4658-8b51-cd2da5ec1107,CCH-9022,Gau,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,Gau leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.0,no reliable signal
1ac7763d-c510-42fb-a7d0-d6c2b4a0747f,INV-7027,Carol Katrue,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Carol Katrue develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,female,0.8,first/alias name 'carol'
1c7d2982-d034-4db9-807c-825ed1bed2b9,PHL-1005,Dan Wema,Philanthropist,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:14:01.145+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Dan%20Wema.jpg,"Dan Wema is recognized for sustained charitable outreach and community support, rallying resources to uplift vulnerable families across Kenya.",10000,male,male,0.0,no reliable signal
1cc52703-0e20-457f-aed6-20aa830365ef,COM-8014,Kartelo Official,Comedian,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:47:08.725341+00,,"Kartelo Official delivers smart, relatable comedy on stage and online, using humor to connect diverse audiences and spark positive conversations.",10000,male,male,0.0,no reliable signal
1ccb9c5c-cdb6-412b-ac24-317ae2cf45d9,INV-7001,Murage Mordern Pacific,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Murage Mordern Pacific develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.0,no reliable signal
1d8e551b-2a85-4c01-914f-253bb99c6d0b,CTC-4019,Gogo Small,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Gogo Small crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
1da41fa5-ed10-453b-9544-40aa69acddc9,COM-8005,Mojeje Kiazala,Comedian,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Mojeje Kiazala delivers smart, relatable comedy on stage and online, using humor to connect diverse audiences and spark positive conversations.",10000,male,male,0.0,no reliable signal
1e07cb91-b93a-489f-98c3-ce7dbfb5230a,INV-7022,Naisiae Naadokila,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Naisiae Naadokila develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.0,no reliable signal
1ebccf8f-fc60-4354-8266-be97504e3703,BAM-3005,Mbote Njogu,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:56:44.337154+00,,"Mbote Njogu has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.0,no reliable signal
200a8077-a8c0-43f1-a6e5-d8553381ab60,CTC-4016,Kinuthia Wanyu,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Kinuthia Wanyu crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
2180725c-4773-4073-ac21-f85652860dce,BL-2024,Joy Kendi M,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Joy Kendi M publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,male,0.0,no reliable signal
21c03afc-0dfb-49e1-a80a-3d82c354b51a,CTC-4001,Crazy Kennar,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:13:09.454116+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./CrazyKennar.jpg,"Crazy Kennar crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
22511d5d-1a35-43b6-88c1-5b73de5d89b0,BAM-3016,Baba Talisha,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:10:39.532457+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Baba%20Talisha.jpg,"Baba Talisha has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.95,title 'baba' in name
22931917-7c62-4ce6-a0ed-7a350137866d,ENT-5006,Baruthi Wa Thayu,Entrepreneur,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Baruthi Wa Thayu is noted for building ventures with clear impact—creating jobs, championing quality and turning bold ideas into sustainable growth.",10000,male,male,0.0,no reliable signal
2293b2de-ca1d-49d8-b419-7d276314822d,CCH-9000,Geoffrey Mosiria,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,Geoffrey Mosiria leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.8,first/alias name 'geoffrey'
2309f6c6-9488-4042-b271-eadf7277dcab,FBP-9403,Mwago Wa Mugikuyu,Facebook,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:10:03.959684+00,,"Mwago Wa Mugikuyu keeps followers updated with timely stories, verified information and active community engagement.",10000,male,male,0.0,no reliable signal
249a3d9e-8848-4164-a64d-33e449015478,POD-9300,MC Kogi Investor,Podcast,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"MC Kogi Investor hosts compelling conversations that inform, challenge and entertain, making complex topics accessible to everyday listeners.",10000,male,male,0.0,no reliable signal
25805870-dbfa-441f-ad27-971d990a456d,COM-8024,Wanjiru Claire Funs,Comedian,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Wanjiru Claire Funs delivers smart, relatable comedy on stage and online, using humor to connect diverse audiences and spark positive conversations.",10000,male,female,0.8,first/alias name 'wanjiru'
25bf8785-28f3-4cd5-a6e2-62d2983d90ae,CCH-9008,Voo TV,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,Voo TV leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.0,no reliable signal
2850ce5d-1347-4759-b131-a4ac39e9d6e0,INV-7008,Khoja Afrique (musanii),Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Khoja Afrique (musanii) develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.0,no reliable signal
28baa136-3053-425c-b8ed-b2be80049e8f,BAM-3003,CEO Bruce,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:56:44.337154+00,,"CEO Bruce has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.0,no reliable signal
293a7480-ef3c-44ec-9f57-0d4396feef72,BL-2005,Yiolo Live,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Yiolo Live publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,male,0.0,no reliable signal
29a86de4-ffe4-426f-8912-b8f346d84d22,CTC-4038,Gau,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Gau crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
2c23ca9e-15fa-4fa6-a0ff-c6048b82d75d,DJ-9206,DJ Slim 254,DJ,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"DJ Slim 254 energizes crowds with thoughtful selections and seamless mixes, keeping dancefloors and airwaves engaged.",10000,male,male,0.0,no reliable signal
2c4ff040-10fe-40d0-91fb-0b64b8f6b5c1,YLD-6008,Kalerwa,Youth Leader,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Kalerwa amplifies youth voices and drives civic engagement, focusing on opportunity, accountability and meaningful participation.",10000,male,male,0.0,no reliable signal
2cfe9033-8a54-4a8d-9541-abfd0384947e,BAM-3030,Vicky Brilliance,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:56:44.337154+00,,"Vicky Brilliance has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,female,0.8,first/alias name 'vicky'
2d41b5c6-c56a-4ff0-b9ca-dfe4f374fde0,DJ-9200,Djmokenya,DJ,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Djmokenya energizes crowds with thoughtful selections and seamless mixes, keeping dancefloors and airwaves engaged.",10000,male,male,0.0,no reliable signal
2dc7ecd9-b6d7-4104-a123-48270938105a,PHL-1006,Moses Mwenda,Philanthropist,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:23:42.035206+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Hon.Moses%20Mwenda.jpg,"Moses Mwenda is recognized for sustained charitable outreach and community support, rallying resources to uplift vulnerable families across Kenya.",10000,male,male,0.0,no reliable signal
2f0446a6-c183-437b-bb7a-69253a841856,DJ-9205,DJ Sonnie M,DJ,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"DJ Sonnie M energizes crowds with thoughtful selections and seamless mixes, keeping dancefloors and airwaves engaged.",10000,male,male,0.0,no reliable signal
300301bb-f4a8-4f46-8a7a-5392c7543b94,YLD-6016,Hon. Esther Okenyuri,Youth Leader,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Hon. Esther Okenyuri amplifies youth voices and drives civic engagement, focusing on opportunity, accountability and meaningful participation.",10000,male,female,0.8,first/alias name 'esther'
30b8f196-c324-419b-a869-3a596192e261,COM-8004,Jaymo Decin,Comedian,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Jaymo Decin delivers smart, relatable comedy on stage and online, using humor to connect diverse audiences and spark positive conversations.",10000,male,male,0.0,no reliable signal
31be71c3-b927-4915-874c-ec018b3d0967,PHL-1004,Shofco,Philanthropist,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:31:24.972999+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./SHOFCO-Blue-Logo-01.png,"Shofco is recognized for sustained charitable outreach and community support, rallying resources to uplift vulnerable families across Kenya.",10000,male,male,0.0,no reliable signal
31c08b42-a2df-4bed-b608-bfe5842822dc,CTC-4017,Rii (harrislon K Mburu),Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Rii (harrislon K Mburu) crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
3233ee76-07aa-42f3-9c42-10c90ced1a1d,INV-7000,Sir Bonnie Brands,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Sir Bonnie Brands develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.95,title 'sir' in name
33919783-1b59-4265-878e-96e9243088fe,BL-2015,Simon Mwangi Muthiora,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Simon Mwangi Muthiora publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,male,0.8,first/alias name 'simon'
33ef67e4-7cd2-4555-abee-5df5f1516451,YLD-6011,Stephen Letoo,Youth Leader,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Stephen Letoo amplifies youth voices and drives civic engagement, focusing on opportunity, accountability and meaningful participation.",10000,male,male,0.8,first/alias name 'stephen'
34f7d405-991a-4c68-b7b0-bfa54cca768b,CTC-4030,Jackie Matubia,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Jackie Matubia crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
350c8900-0d73-44e9-8ee0-c9e27fae8754,ENT-5019,Njeri Rionge,Entrepreneur,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Njeri Rionge is noted for building ventures with clear impact—creating jobs, championing quality and turning bold ideas into sustainable growth.",10000,male,female,0.8,first/alias name 'njeri'
3589db66-0712-4c4e-bde4-5cb4534e63ea,CCH-9002,Sammy Ondimu Ngare,Community Champion,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,Sammy Ondimu Ngare leads grassroots initiatives that meet everyday needs—from education to livelihoods—quietly moving communities forward.,10000,male,male,0.0,no reliable signal
3656b9dd-3ead-4c69-a9a3-2afd5eaef157,INV-7026,Stacy Wa Digital,Innovator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Stacy Wa Digital develops practical, people‑centered solutions—turning fresh ideas into tools and services that solve real problems.",10000,male,male,0.0,no reliable signal
36f22d10-f7f7-44c0-b729-ebed0b9662c3,BAM-3024,Sarah Hassan,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:30:35.848602+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Sara.jpg,"Sarah Hassan has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,female,0.8,first/alias name 'sarah'
377cb88d-2027-4de6-85b6-dfb66cb36908,TTK-9524,Wabosha Maxine,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"Wabosha Maxine creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.0,no reliable signal
37b4c2eb-9b16-4a2f-84dc-1c31d7bad4c2,TTK-9500,MC Exdus,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"MC Exdus creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.0,no reliable signal
37eaea2d-0358-4d02-ae26-10f8a2ff822b,BAM-3019,Cobra Ambuchi,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:56:44.337154+00,,"Cobra Ambuchi has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.0,no reliable signal
38f5212e-d2e8-4e6e-ba29-2e32db95f1b7,TTK-9529,Mama Kenia,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 01:08:39.731878+00,,"Mama Kenia creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,female,0.95,title 'mama' in name
39f360d8-b6ef-40af-946c-fef6e9445851,DJ-9204,DJ Nyc Kenya,DJ,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"DJ Nyc Kenya energizes crowds with thoughtful selections and seamless mixes, keeping dancefloors and airwaves engaged.",10000,male,male,0.0,no reliable signal
3a1fa8f0-850a-4f0a-9bef-360a88e0ce55,BAM-3002,Muthee Ndegenye,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:56:44.337154+00,,"Muthee Ndegenye has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,male,0.0,no reliable signal
3a5f62b3-918b-4053-b9ee-b71a4fb03c4e,BL-2022,The Is Ess,Blogger,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"The Is Ess publishes consistent, insightful posts that spark conversation and keep audiences informed on culture, business and everyday life.",10000,male,male,0.0,no reliable signal
3b5f1a0c-8ebe-46b5-bf23-4fd812853639,CTC-4003,Kufai,Content Creator,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Kufai crafts engaging, high‑energy content that entertains and educates, building an active community across social platforms.",10000,male,male,0.0,no reliable signal
3b7ba255-9a1d-4537-8279-2001eb84e576,YLD-6014,Hon. Cynthia Muge,Youth Leader,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Hon. Cynthia Muge amplifies youth voices and drives civic engagement, focusing on opportunity, accountability and meaningful participation.",10000,male,female,0.8,first/alias name 'cynthia'
3bd47b32-7769-4a23-af57-ce15ce0d0401,COM-8020,Kadong Mwangi Comedian,Comedian,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:47:30.80349+00,,"Kadong Mwangi Comedian delivers smart, relatable comedy on stage and online, using humor to connect diverse audiences and spark positive conversations.",10000,male,male,0.8,first/alias name 'mwangi'
3bf511d3-95e6-4d5e-b1fa-0b209c8808e7,TTK-9518,Njugush,Tiktok,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:27:40.757431+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./get.webp,"Njugush creates viral, short‑form videos that blend creativity and consistency, turning everyday moments into shareable stories.",10000,male,male,0.0,no reliable signal
3d29e908-e222-4e8c-b600-956342c5c9ba,BAM-3020,Carol Radull,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:12:45.216232+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Carol-Radull.jpeg,"Carol Radull has become a trusted face for leading brands, blending authenticity with wide reach to drive relatable, value-first campaigns.",10000,male,female,0.8,first/alias name 'carol'
3d64ca56-b17b-45a6-9b40-58ac5faad544,ENT-5020,Winjoy Kananu,Entrepreneur,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 00:43:45.202976+00,,"Winjoy Kananu is noted for building ventures with clear impact—creating jobs, championing quality and turning bold ideas into sustainable growth.",10000,male,male,0.0,no reliable signal
3d711ed8-1aaf-412d-aa5e-686d0ba17737,BAM-3009,Eliud Kipchoge,Brand Ambassador Of the Year,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:25:28.610595+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Kipchoge.jpg,"Eliud Kipchoge, a global marathon icon, leverages sport and influence to uplift communities and inspire excellence.",10000,male,male,0.9,Kalenjin 'Kip*' pattern
3e355d82-41ff-4d3e-9261-4899e8fc2522,INF-9100,Baba Talisha,Influencer,{},0,2025-09-01 00:43:45.202976+00,2025-09-01 03:10:43.299771+00,https://cijjwarijqkaihehjskw.supabase.co/storage/v1/object/public/nominee-photos./Baba%20Talisha.jpg,"Baba Talisha uses a strong digital voice to inform and inspire, shaping conversations with credible storytelling and community impact.",10000,male,male,0.95,title 'baba' in name
